term,category,mark,sentiment,type
столик забронировал,Service,Rel,positive,explicit
встретила,Service,Rel,neutral,explicit
приветливая,Service,Rel,positive,implicit
девушка,Service,Rel,positive,explicit
проводила до нашего столика,Service,Rel,neutral,explicit
вручила меню,Service,Rel,neutral,explicit
столик был у окна,Interior,Rel,positive,fct
диванчиком,Interior,Rel,positive,explicit
уютно,Interior,Rel,positive,implicit
комфортно,Interior,Rel,positive,implicit
приготовили очень быстро,Service,Rel,positive,fct
еда,Food,Rel,positive,explicit
вкусная,Food,Rel,positive,implicit
сервировку блюд,Food,Rel,positive,explicit
горячего,Food,Rel,neutral,explicit
официант,Service,Rel,positive,explicit
вкусный,Food,Rel,positive,implicit
десерт,Food,Rel,positive,explicit
заведении,Whole,Rel,positive,explicit
поужинали,Food,Rel,positive,explicit
обтановка,Interior,Rel,positive,explicit
уютная,Interior,Rel,positive,implicit
романтичная,Interior,Rel,positive,implicit
чек,Price,Rel,neutral,explicit
ужина,Food,Rel,neutral,explicit
заведение,Whole,Rel,positive,explicit
заведение,Whole,Prev,positive,explicit
нас никто не обязался встретить,Service,Rel,negative,fct
Манилов,Whole,Rel,neutral,explicit
заведение,Whole,Rel,neutral,explicit
нас никто не встретил,Service,Rel,negative,fct
зал ресторана,Interior,Rel,neutral,explicit
администрация,Service,Irr,negative,explicit
через минут 10 подошел официант,Service,Rel,negative,fct
официант,Service,Rel,negative,explicit
принял заказ,Service,Rel,neutral,explicit
коктейли,Food,Rel,neutral,explicit
пасту,Food,Rel,neutral,explicit
греческий салат с курицей,Food,Rel,neutral,explicit
заказ ждали долго,Service,Rel,negative,fct
паста,Food,Cmpr,neutral,explicit
салат,Food,Cmpr,neutral,explicit
официанта,Service,Rel,negative,explicit
повара не успевают,Service,Rel,negative,explicit
еды,Food,Rel,neutral,explicit
паста,Food,Rel,both,explicit
пересоленная,Food,Rel,negative,implicit
цезарь,Food,Rel,negative,explicit
заветренные,Food,Rel,negative,implicit
куриного филе,Food,Rel,negative,explicit
счет,Price,Rel,neutral,explicit
перекусить,Food,Rel,neutral,explicit
Tefsi,Whole,Rel,neutral,explicit
Встретили,Service,Rel,neutral,explicit
интерьере,Interior,Rel,positive,explicit
кухня,Food,Rel,positive,explicit
хачапури,Food,Rel,positive,explicit
хинкали,Food,Rel,both,explicit
мясо,Food,Rel,negative,explicit
суховато,Food,Rel,negative,implicit
баклажаны запеченные,Food,Rel,positive,explicit
люля,Food,Rel,positive,explicit
соуса,Food,Rel,negative,explicit
официант,Service,Rel,negative,explicit
сервис,Service,Rel,negative,explicit
блюда,Food,Rel,negative,explicit
блюда одновременно не приносили,Service,Rel,negative,fct
`я ела,когда все остальные свои блюда уже съели`,Service,Rel,negative,fct
блюда,Food,Rel,neutral,explicit
тарелки грязные со стола не убирали,Service,Rel,negative,fct
ресторане,Whole,Rel,negative,explicit
никто к нам больше не подошел,Service,Rel,negative,fct
не попрощался,Service,Rel,negative,fct
персонал,Service,Rel,negative,explicit
заведения,Whole,Rel,negative,explicit
&quot;ресторане&quot;,Whole,Irn,neutral,explicit
заведению,Whole,Prev,neutral,explicit
вечер,Whole,Rel,negative,explicit
месте,Whole,Irr,neutral,explicit
интерьер,Interior,Rel,positive,explicit
кухня,Food,Rel,positive,explicit
обслуживания,Service,Rel,negative,explicit
работала одна официантка,Service,Rel,negative,fct
официантка,Service,Rel,negative,explicit
не справлялась с обилием заказов,Service,Rel,negative,fct
вино нам несли 20 мин,Service,Rel,negative,fct
вино,Food,Rel,neutral,explicit
оливки,Food,Rel,neutral,explicit
принесли почти в конце вечера,Service,Irr,negative,fct
забыла,Service,Rel,negative,fct
живая музыка,Interior,Rel,neutral,explicit
Разговаривать было невозможно,Interior,Rel,negative,fct
ресторан,Whole,Rel,negative,explicit
больше ни ногой,Whole,Rel,negative,fct
ресторанчик,Whole,Rel,neutral,explicit
вкусно,Food,Rel,positive,implicit
салат с куриной печенью,Food,Rel,positive,explicit
запеченные суши,Food,Rel,positive,explicit
тирамису,Food,Rel,positive,explicit
свежести,Food,Rel,positive,implicit
блюд,Food,Irr,positive,explicit
Интерьер,Interior,Rel,neutral,explicit
уютно,Interior,Rel,positive,implicit
Обслуживание,Service,Rel,both,explicit
приносят всё сразу,Service,Rel,negative,fct
вежливое,Service,Rel,positive,implicit
не навязчивое,Service,Rel,positive,implicit
обслуживание,Service,Rel,positive,explicit
`следят за посудой, пепельницами`,Service,Rel,positive,fct
Ресторану,Whole,Rel,positive,explicit
кухню,Food,Rel,positive,explicit
цены,Price,Rel,positive,explicit
Интерьер,Interior,Rel,positive,explicit
кафе,Whole,Rel,negative,explicit
очень холодно,Interior,Rel,negative,fct
кухни,Food,Rel,neutral,explicit
пиццу,Food,Rel,both,explicit
поесть,Food,Rel,neutral,explicit
допинга,Food,Rel,negative,explicit
десерт,Food,Irr,negative,explicit
фруктов у них тоже не оказалось,Food,Rel,negative,fct
фруктов,Food,Rel,negative,explicit
чай,Food,Rel,negative,explicit
Официант,Service,Rel,negative,explicit
народу вообще не было,Interior,Rel,positive,fct
повара,Service,Rel,negative,explicit
повара прямо через все кафе ходят,Interior,Rel,negative,fct
заведения,Whole,Rel,negative,explicit
ресторанов китайской кухни,Whole,Cmpr,neutral,explicit
Тан Жен,Whole,Rel,positive,explicit
место,Whole,Rel,positive,explicit
вкусно,Food,Rel,positive,explicit
поесть,Food,Rel,positive,explicit
роскошного,Interior,Irr,positive,implicit
интерьера,Interior,Irr,positive,explicit
меню,Food,Irr,positive,explicit
кухню,Food,Rel,positive,explicit
быстрое,Service,Rel,positive,implicit
обслуживание,Service,Rel,positive,explicit
ресторан,Service,Rel,positive,explicit
качестве еды,Food,Rel,positive,explicit
не будете ждать меню или официанта дольше 2-х минут,Service,Rel,positive,fct
официанта,Service,Rel,positive,explicit
`до момента, когда нам вынесли первое блюдо, прошло минут 15`,Service,Rel,positive,fct
первое блюдо,Food,Irr,neutral,explicit
вкусно,Food,Rel,positive,implicit
ВКУСНО,Food,Rel,positive,explicit
обязательно бронировать столик,Service,Rel,negative,fct
заведения,Whole,Rel,positive,explicit
народу не много,Interior,Rel,positive,fct
уютные,Interior,Rel,positive,implicit
диванчики,Interior,Rel,positive,explicit
приветливый,Service,Rel,positive,implicit
персонал,Service,Rel,positive,explicit
девушки,Service,Rel,positive,explicit
здороваются как только заходишь,Service,Rel,positive,fct
блюда принесли очень даже быстро,Service,Rel,positive,fct
блюда,Food,Rel,neutral,explicit
уютной,Interior,Rel,positive,implicit
атмосферы,Interior,Rel,positive,explicit
стейк из говядины,Food,Rel,positive,explicit
шашлычки из грибов,Food,Rel,positive,explicit
солянку,Food,Rel,positive,explicit
цезарь из курицы,Food,Rel,positive,explicit
овощи на гриле,Food,Rel,positive,explicit
повару,Food,Rel,positive,explicit
цена,Price,Rel,positive,explicit
солянка,Food,Rel,neutral,explicit
цезарь,Food,Rel,neutral,explicit
стейк,Food,Rel,neutral,explicit
цены,Price,Rel,positive,explicit
ресторанов,Whole,Cmpr,positive,explicit
заведение,Whole,Rel,neutral,explicit
красивый,Interior,Rel,positive,implicit
интерьер,Interior,Rel,positive,explicit
вежливое,Service,Rel,positive,implicit
быстрое,Service,Rel,positive,implicit
обслуживание,Service,Rel,positive,explicit
вкусно,Food,Rel,positive,implicit
заведении,Whole,Cmpr,positive,explicit
&quot;Небо&quot;,Whole,Rel,neutral,explicit
встретил,Service,Rel,negative,explicit
молодой человек-администратор,Service,Rel,negative,explicit
ресторан,Whole,Prev,positive,explicit
девушки,Service,Prev,positive,explicit
ресторане,Whole,Rel,positive,explicit
не было много народа,Interior,Rel,positive,fct
огромный выбор мест,Interior,Rel,positive,fct
диванчиках,Interior,Rel,positive,explicit
любезный,Service,Rel,positive,implicit
официант,Service,Rel,positive,explicit
теплым мексиканским салатом,Food,Rel,positive,explicit
карпаччо из утиной грудки,Food,Rel,positive,explicit
Холодные закуска,Food,Rel,positive,explicit
салат,Food,Rel,positive,explicit
Горячее,Food,Rel,positive,explicit
Официант,Service,Rel,positive,explicit
внимателен,Service,Rel,positive,implicit
