class	query	query_parsed	infinitive
1	вагон метро	S,муж,неод=(вин,ед|им,ед) S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	риос монтт	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	сердца трех	S,сред,неод=(вин,мн|род,ед|им,мн) NUM=(пр|род|вин,од) 	0
1	лихорадка денге	S,жен,неод=им,ед S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	сфера фильм википедия	S,жен,неод=им,ед S,муж,неод=(вин,ед|им,ед) S,жен,неод=им,ед 	0
1	крестовые походы	A=(вин,мн,полн,неод|им,мн,полн) S,муж,неод=(вин,мн|им,мн) 	0
1	ч.ледбитер книги онлайн	S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=(вин,ед|им,ед) S,жен,неод=(вин,мн|род,ед|им,мн) ADV= 	0
1	виды людей по телосложени	S,муж,неод=(вин,мн|им,мн) S,муж,од=(вин,мн|род,мн) PR= V,сов,пе=ед,пов,2-л 	0
1	рак шейки матки	S,муж,неод=(вин,ед|им,ед) S,жен,неод=(вин,мн|род,ед|им,мн) S,жен,неод=(вин,мн|род,ед|им,мн) 	0
1	павел слободкин семья	S,имя,муж,од=им,ед S,фам,муж,од=им,ед S,жен,неод=им,ед 	0
1	диспенсер	S,гео,муж,неод=(вин,ед|им,ед) 	0
1	dekbws d nthyjgbks		0
1	английский алфавит	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	навка	S,жен,неод=им,ед 	0
1	линдси лохан	S,имя,мж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=(вин,ед|им,ед) 	0
1	симпозиум это	S,муж,неод=(вин,ед|им,ед) PART= 	0
1	деборра-ли фернесс	S,жен,неод=им,ед PART= S,муж,неод=(вин,ед|им,ед) 	0
1	скайрим	S,муж,неод=(вин,ед|им,ед) 	0
1	ctdbkmz		0
1	bretskaja.krepost		0
1	фандорин	S,жен,неод=род,мн 	0
1	маяковский биография	S,фам,муж,од=им,ед S,жен,неод=им,ед 	0
1	decision maker		0
1	огурцов игорь	S,фам,муж,од=им,ед S,имя,муж,од=им,ед 	0
1	как закончил жизнь марк аврелий	ADVPRO= V,пе=прош,ед,изъяв,муж,сов S,жен,неод=(вин,ед|им,ед) S,имя,муж,од=им,ед S,имя,муж,од=им,ед 	0
1	транссибирский экспресс	A,гео=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	ютуб	S,муж,неод=(вин,ед|им,ед) 	0
1	пентхаус	S,муж,неод=(вин,ед|им,ед) 	0
1	дмитрий песков википедия	S,имя,муж,од=им,ед S,муж,неод=род,мн S,жен,неод=им,ед 	0
1	полная себестоимость услуг	A=им,ед,полн,жен S,жен,неод=(вин,ед|им,ед) S,жен,неод=род,мн 	0
1	роберто баронио	S,имя,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,имя,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	эймерии	S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	медведев александр иванович газпром	S,фам,муж,од=им,ед S,имя,муж,од=им,ед S,отч,муж,од=им,ед S,муж,неод=(вин,ед|им,ед) 	0
1	херцег-нови	S,муж,неод=(вин,ед|им,ед) S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	страны шос состав	S,жен,неод=(вин,мн|род,ед|им,мн) S,жен,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,неод=(вин,ед|им,ед) 	0
1	melissa monet		0
1	к ф республика шкид	PR= S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,жен,неод=им,ед S,муж,неод=(вин,ед|им,ед) 	0
1	amelanchier		0
1	монастирище л цей	S,гео,сред,неод=(пр,ед|вин,ед|им,ед) S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,ед,жен,неод=(пр|вин|дат|род|твор|им) 	0
1	петр алабин	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	vjkuexfz rexrf		0
1	лембит пэрн	S,имя,муж,од=им,ед S,муж,неод=(вин,ед|им,ед) 	0
1	ник лише	S,имя,муж,од=им,ед A=срав 	0
1	гурьевск	S,гео,муж,неод=(вин,ед|им,ед) 	0
1	зуевка самарская область	S,гео,жен,неод=им,ед A=им,ед,полн,жен S,жен,неод=(вин,ед|им,ед) 	0
1	вагон метро	S,муж,неод=(вин,ед|им,ед) S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	любовь и голуби фильм	S,жен,неод=(вин,ед|им,ед) CONJ= S,муж,од=им,мн S,муж,неод=(вин,ед|им,ед) 	0
1	дамоклов меч	A,полн,притяж=(вин,ед,муж,неод|им,ед,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	день петра и февроньи	S,муж,неод=(вин,ед|им,ед) S,имя,муж,од=(вин,ед|род,ед) CONJ= S,имя,жен,од=(род,ед|им,мн) 	0
1	петр и феврония	S,имя,муж,од=им,ед CONJ= S,имя,жен,од=им,ед 	0
1	аральское море википедия	A=(вин,ед,полн,сред|им,ед,полн,сред) S,сред,неод=(пр,ед|вин,ед|им,ед) S,жен,неод=им,ед 	0
1	маниакальный синдром	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	россия	S,гео,жен,неод=им,ед 	0
1	спелеотерапия	S,жен,неод=им,ед 	0
1	маркетинг	S,муж,неод=(вин,ед|им,ед) 	0
1	djqyf b vbh		0
1	оптина пустынь официальный сайт	S,гео,ед,жен,неод=им S,жен,неод=род,мн A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,неод=(вин,ед|им,ед) 	0
1	тихвинская икона божией матери	A=им,ед,полн,жен S,жен,неод=им,ед A,полн=(пр,ед,жен|дат,ед,жен|род,ед,жен|твор,ед,жен) S,жен,од=(пр,ед|дат,ед|род,ед|им,мн) 	0
1	репрезентативность это	S,жен,неод=(вин,ед|им,ед) PART= 	0
1	зеленый гоблин	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,од=им,ед 	0
1	95 квартал	S,муж,неод=(вин,ед|им,ед) 	0
1	йети снежный человек	S,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,муж,од=(вин,мн|род,мн|им,ед) 	0
1	каббала учение	S,жен,неод=им,ед S,сред,неод=(вин,ед|им,ед) 	0
1	мэг райан википедия	S,имя,жен,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,имя,муж,од=им,ед S,жен,неод=им,ед 	0
1	российские императрицы	A=(вин,мн,полн,неод|им,мн,полн) S,жен,од=(род,ед|им,мн) 	0
1	трисс	S,муж,неод=(вин,ед|им,ед) 	0
1	к чему относится направленность в психологии	PR= SPRO,ед,сред,неод=дат V,нп=непрош,ед,изъяв,3-л,несов S,жен,неод=(вин,ед|им,ед) PR= S,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	герасенков дмитрий анатольевич	S,фам,муж,од=им,ед S,имя,муж,од=им,ед S,отч,муж,од=им,ед 	0
1	novitec		0
1	аффилированные лица	V,пе=(прош,вин,мн,прич,полн,несов,страд,неод|прош,вин,мн,прич,полн,сов,страд,неод|прош,им,мн,прич,полн,несов,страд|прош,им,мн,прич,полн,сов,страд) S,сред,неод=(вин,мн|род,ед|им,мн) 	0
1	неймар википедия	S,гео,муж,неод=(вин,ед|им,ед) S,жен,неод=им,ед 	0
1	оскар	S,муж,неод=(вин,ед|им,ед) 	0
1	мигицко актер	S,фам,мж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,муж,од=им,ед 	0
1	греция	S,гео,жен,неод=им,ед 	0
1	пермский педагогический университеткафедра информатики и экономики пгпу	A=(вин,ед,полн,муж,неод|им,ед,полн,муж) A=(вин,ед,полн,муж,неод|им,ед,полн,муж) S,жен,неод=им,ед S,жен,неод=(вин,мн|род,ед|им,мн) CONJ= S,жен,неод=(вин,мн|род,ед|им,мн) S,сред,неод=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) 	0
1	деандре джордан	S,муж,неод=пр,ед S,фам,муж,од=им,ед 	0
1	евро	S,неод=(род,ед,муж|род,ед,сред|вин,ед,сред|им,ед,сред|пр,ед,муж|пр,ед,сред|дат,ед,муж|дат,ед,сред|им,ед,муж|твор,ед,муж|твор,ед,сред|пр,мн,сред|вин,мн,сред|дат,мн,сред|род,мн,сред|твор,мн,сред|им,мн,сред|пр,мн,муж|вин,мн,муж|вин,ед,муж|дат,мн,муж|род,мн,муж|твор,мн,муж|им,мн,муж) 	0
1	сернхио рамос	S,имя,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,имя,муж,од=им,ед 	0
1	сарказм что это значит	S,муж,неод=(вин,ед|им,ед) CONJ= PART= V,несов,пе=непрош,ед,изъяв,3-л 	0
1	регистровая бандура	A=им,ед,полн,жен S,жен,неод=им,ед 	0
1	сильвио берлускони и путин	S,имя,муж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,фам,мж,од=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) CONJ= S,фам,муж,од=им,ед 	0
1	ирина аллегрова	S,имя,жен,од=им,ед S,фам,жен,од=им,ед 	0
1	население россии	S,сред,неод=(вин,ед|им,ед) S,гео,жен,неод=(пр,ед|вин,мн|дат,ед|род,ед|им,мн) 	0
1	тейлор лотнер	S,имя,муж,од=им,ед S,фам,муж,од=им,ед 	0
1	большая каменка самарская область	A=им,ед,полн,жен S,жен,неод=им,ед A=им,ед,полн,жен S,жен,неод=(вин,ед|им,ед) 	0
1	иордания	S,гео,жен,неод=им,ед 	0
1	жанта ты емд к асиет	S,муж,од=(вин,ед|род,ед) SPRO,ед,2-л=им S,сокр=(пр,мн|пр,ед|вин,мн|вин,ед|дат,мн|дат,ед|род,мн|род,ед|твор,мн|твор,ед|им,мн|им,ед) S,имя,муж,од=им,ед 	0
1	переаттестация	S,жен,неод=им,ед 	0
1	актриса эрика дюранс	S,жен,од=им,ед S,имя,муж,од=(вин,ед|род,ед) S,муж,неод=(вин,ед|им,ед) 	0
1	езиды википедия	S,имя,жен,од=(род,ед|им,мн) S,жен,неод=им,ед 	0
1	смысл определение	S,муж,неод=(вин,ед|им,ед) S,сред,неод=(вин,ед|им,ед) 	0
1	валерия	S,имя,жен,од=им,ед 	0
1	мелисса маккартни	S,жен,неод=им,ед S,муж,од=им,мн 	0
